Platebarcode	Well	nrCells	area	intensity
PLATE30001	A1	49710	58.7715443481644	0.0352120588388098
PLATE30001	A2	35205	61.4887240759173	0.0346094184937883
PLATE30001	A3	24942	75.902088882731	0.0379600813584205
PLATE30001	A4	45498	61.8471072898295	0.037866785513749
PLATE30001	A5	29920	61.1425780495642	0.030164469914996
PLATE30001	A6	25670	78.4396572337211	0.0420234659590662
PLATE30001	A7	31606	55.4507440516848	0.0308358568121228
PLATE30001	A8	19433	49.7490298312838	0.0263578070170642
PLATE30001	A9	19762	67.4656081192434	0.0318412983051721
PLATE30001	A10	29243	58.4599631577587	0.0319504386766947
PLATE30001	A11	16834	44.7243217420609	0.0227944824054022
PLATE30001	A12	20251	68.9883435353574	0.0347362716019987
PLATE30001	B1	49567	58.368187580059	0.0346522176645638
PLATE30001	B2	50181	60.2400816196813	0.0380237170956426
PLATE30001	B3	13947	41.3271966970703	0.021203784802432
PLATE30001	B4	45886	60.5349270910141	0.0368073365926529
PLATE30001	B5	49443	58.8325557197848	0.0351370327773152
PLATE30001	B6	13410	41.736738215527	0.02254031898786
PLATE30001	B7	36027	56.8568507910701	0.0308201143519287
PLATE30001	B8	36616	57.2003981277527	0.0329637040850362
PLATE30001	B9	7955	32.4795584611039	0.0195266349542005
PLATE30001	B10	27789	56.6115491880522	0.0303260127994196
PLATE30001	B11	37069	56.8196357790948	0.030401294654334
PLATE30001	B12	7509	32.3523825556296	0.0207222702337696
PLATE30001	C1	50092	59.3328831783557	0.0359331182209343
PLATE30001	C2	41387	60.2934391627237	0.0358532859603887
PLATE30001	C3	51078	59.850938910425	0.0365840118872651
PLATE30001	C4	45643	60.8841449343933	0.0380347333357166
PLATE30001	C5	29739	56.4232387366407	0.0300233174575458
PLATE30001	C6	48761	61.8156948268802	0.0391877873163391
PLATE30001	C7	42139	56.7835766045538	0.0327580835245674
PLATE30001	C8	32478	57.2342035251443	0.0310209157082251
PLATE30001	C9	35706	57.4309424741725	0.0313956033368049
PLATE30001	C10	33740	56.9938201586916	0.0321528747679636
PLATE30001	C11	19236	47.7809363702171	0.0240511211483029
PLATE30001	C12	33830	58.6488974479848	0.0338521040707661
PLATE30001	D1	61159	59.0647726178374	0.0387736938307154
PLATE30001	D2	47761	57.7004331767202	0.0382920282373709
PLATE30001	D3	49104	59.2785016075917	0.0353869962200765
PLATE30001	D4	58949	60.787322365855	0.0416429308168516
PLATE30001	D5	49532	59.0121922412258	0.0365310015436665
PLATE30001	D6	45696	61.1949623244247	0.0370202613699699
PLATE30001	D7	56339	58.2854677345446	0.0370666564971515
PLATE30001	D8	36232	56.424618839584	0.0347461872205769
PLATE30001	D9	34554	55.9227104536478	0.0304466271162205
PLATE30001	D10	52328	59.4636489196358	0.0382937983857399
PLATE30001	D11	38822	57.0808438454764	0.0331381207693589
PLATE30001	D12	34440	56.3718436224835	0.032862916692582
PLATE30001	E1	50097	58.6281402863548	0.0345152244355952
PLATE30001	E2	44989	54.5105764130907	0.0328366093561519
PLATE30001	E3	49252	59.2549425198768	0.0352249664564615
PLATE30001	E4	48277	59.9651594140126	0.0372152582924317
PLATE30001	E5	42897	53.7947820885475	0.0307839480266259
PLATE30001	E6	46615	60.5989987741838	0.0370188808873067
PLATE30001	E7	39855	55.848422416188	0.0306999205348843
PLATE30001	E8	26568	51.322075633904	0.0276907896464639
PLATE30001	E9	33433	57.0403643327468	0.030548982758893
PLATE30001	E10	33781	55.6871257735652	0.0308444303606575
PLATE30001	E11	21888	47.3782237058955	0.0241577733174652
PLATE30001	E12	34201	56.8773324115931	0.0314151427313816
PLATE30001	F1	38479	56.1275499305142	0.0299610891675154
PLATE30001	F2	49465	59.510897423147	0.0370532429222577
PLATE30001	F3	44330	59.2977149349312	0.032627489232974
PLATE30001	F4	38720	57.589435396044	0.032806400013132
PLATE30001	F5	11006	31.9707511884839	0.0184582796352029
PLATE30001	F6	46577	61.0070008957726	0.0369805782217707
PLATE30001	F7	21229	47.5808233126693	0.0236058365397581
PLATE30001	F8	32921	55.9380260387733	0.0312744999510497
PLATE30001	F9	33873	58.3738933598156	0.0298297943737211
PLATE30001	F10	17010	45.4530217872736	0.0237860848429529
PLATE30001	F11	13283	38.6589707274604	0.0164596467137394
PLATE30001	F12	30187	58.7950444905548	0.0317571416251477
PLATE30001	G1	54898	58.5486402175726	0.0362237099120014
PLATE30001	G2	48089	60.4704483767548	0.0377156562795931
PLATE30001	G3	48346	60.200037767342	0.0357341398841369
PLATE30001	G4	47723	61.7148634439394	0.0380036804846295
PLATE30001	G5	50407	59.6667768876284	0.0363063256594135
PLATE30001	G6	47697	61.5914034324116	0.0383169962617173
